property_id,check_in_date,room_category,successful_bookings,capacity
16561,2024-06-18,RT4,5,8
16562,2024-06-18,RT1,28,45
16562,2024-06-18,RT2,20,35
16562,2024-06-18,RT3,6,11
16562,2024-06-18,RT4,3,7
16563,2024-06-18,RT1,16,29
16563,2024-06-18,RT2,21,34
16563,2024-06-18,RT3,13,21
16563,2024-06-18,RT4,2,5
17558,2024-06-18,RT1,20,38
17558,2024-06-18,RT2,15,29
17558,2024-06-18,RT3,8,16
17558,2024-06-18,RT4,5,8
17559,2024-06-18,RT1,17,35
17559,2024-06-18,RT2,18,29
17559,2024-06-18,RT3,8,17
17559,2024-06-18,RT4,2,5
16558,2024-06-19,RT1,17,36
16558,2024-06-19,RT2,10,21
16558,2024-06-19,RT3,9,15
16558,2024-06-19,RT4,3,6
16559,2024-06-19,RT1,13,25
16559,2024-06-19,RT2,13,23
16559,2024-06-19,RT3,5,10
16559,2024-06-19,RT4,3,6
16560,2024-06-19,RT1,17,36
16560,2024-06-19,RT2,18,29
16560,2024-06-19,RT3,8,15
16560,2024-06-19,RT4,3,7
16561,2024-06-19,RT1,13,25
16561,2024-06-19,RT2,11,19
16561,2024-06-19,RT3,11,18
16561,2024-06-19,RT4,2,4
16562,2024-06-19,RT1,21,35
16562,2024-06-19,RT2,11,22
16562,2024-06-19,RT3,12,20
16562,2024-06-19,RT4,3,6
16563,2024-06-19,RT1,21,42
16563,2024-06-19,RT2,11,19
16563,2024-06-19,RT3,8,17
16563,2024-06-19,RT4,3,7
17558,2024-06-19,RT1,17,34
17558,2024-06-19,RT2,19,30
17558,2024-06-19,RT3,10,17
17558,2024-06-19,RT4,2,4
17559,2024-06-19,RT1,15,25
17559,2024-06-19,RT2,14,24
17559,2024-06-19,RT3,7,12
17559,2024-06-19,RT4,3,6
16558,2024-06-20,RT1,23,44
16558,2024-06-20,RT2,11,20
16558,2024-06-20,RT3,10,21
16558,2024-06-20,RT4,2,5
16559,2024-06-20,RT1,16,31
16559,2024-06-20,RT2,13,27
16559,2024-06-20,RT3,5,10
16559,2024-06-20,RT4,2,5
16560,2024-06-20,RT1,19,30
16560,2024-06-20,RT2,15,31
16560,2024-06-20,RT3,7,15
16560,2024-06-20,RT4,5,8
16561,2024-06-20,RT1,14,26
16561,2024-06-20,RT2,14,30
16561,2024-06-20,RT3,9,15
16561,2024-06-20,RT4,4,7
16562,2024-06-20,RT1,20,33
16562,2024-06-20,RT2,16,28
16562,2024-06-20,RT3,10,17
16562,2024-06-20,RT4,3,7
16563,2024-06-20,RT1,18,35
16563,2024-06-20,RT2,15,27
16563,2024-06-20,RT3,13,21
16563,2024-06-20,RT4,4,7
17558,2024-06-20,RT1,16,27
17558,2024-06-20,RT2,11,21
17558,2024-06-20,RT3,9,16
17558,2024-06-20,RT4,4,8
17559,2024-06-20,RT1,18,37
17559,2024-06-20,RT2,11,23
17559,2024-06-20,RT3,11,22
17559,2024-06-20,RT4,2,4
16558,2024-06-21,RT1,30,41
16558,2024-06-21,RT2,20,25
16558,2024-06-21,RT3,12,17
16558,2024-06-21,RT4,4,6
16559,2024-06-21,RT1,21,28
16559,2024-06-21,RT2,22,32
16559,2024-06-21,RT3,9,13
16559,2024-06-21,RT4,4,6
16560,2024-06-21,RT1,21,27
16560,2024-06-21,RT2,17,24
16560,2024-06-21,RT3,18,22
16560,2024-06-21,RT4,5,7
16561,2024-06-21,RT1,30,39
16561,2024-06-21,RT2,14,18
16561,2024-06-21,RT3,13,17
16561,2024-06-21,RT4,3,4
16562,2024-06-21,RT1,19,26
16562,2024-06-21,RT2,20,25
16562,2024-06-21,RT3,11,16
16562,2024-06-21,RT4,3,5
16563,2024-06-21,RT1,35,43
16563,2024-06-21,RT2,18,23
16563,2024-06-21,RT3,12,17
16563,2024-06-21,RT4,3,5
17558,2024-06-21,RT1,26,31
17558,2024-06-21,RT2,25,33
17558,2024-06-21,RT3,12,16
17558,2024-06-21,RT4,4,6
17559,2024-06-21,RT1,25,38
17559,2024-06-21,RT2,22,31
17559,2024-06-21,RT3,11,15
17559,2024-06-21,RT4,5,8
16558,2024-06-22,RT1,34,43
16558,2024-06-22,RT2,29,35
16558,2024-06-22,RT3,16,22
16558,2024-06-22,RT4,3,5
16559,2024-06-22,RT1,25,33
16559,2024-06-22,RT2,13,19
16559,2024-06-22,RT3,11,15
16559,2024-06-22,RT4,6,8
16560,2024-06-22,RT1,26,34
16560,2024-06-22,RT2,13,18
16560,2024-06-22,RT3,10,15
16560,2024-06-22,RT4,3,5
16561,2024-06-22,RT1,18,25
16561,2024-06-22,RT2,12,18
16561,2024-06-22,RT3,10,15
16561,2024-06-22,RT4,5,6
16562,2024-06-22,RT1,30,39
16562,2024-06-22,RT2,17,22
16562,2024-06-22,RT3,15,22
16562,2024-06-22,RT4,3,5
16563,2024-06-22,RT1,18,25
16563,2024-06-22,RT2,17,22
16563,2024-06-22,RT3,13,19
16563,2024-06-22,RT4,3,5
17558,2024-06-22,RT1,34,43
17558,2024-06-22,RT2,21,28
17558,2024-06-22,RT3,8,10
17558,2024-06-22,RT4,5,7
17559,2024-06-22,RT1,28,35
17559,2024-06-22,RT2,19,26
17559,2024-06-22,RT3,18,22
17559,2024-06-22,RT4,5,7
16558,2024-06-23,RT1,20,35
16558,2024-06-23,RT2,12,24
16558,2024-06-23,RT3,9,18
16558,2024-06-23,RT4,3,7
16559,2024-06-23,RT1,15,28
16559,2024-06-23,RT2,21,35
16559,2024-06-23,RT3,4,10
16559,2024-06-23,RT4,3,6
16560,2024-06-23,RT1,13,26
16560,2024-06-23,RT2,13,22
16560,2024-06-23,RT3,10,16
16560,2024-06-23,RT4,4,7
16561,2024-06-23,RT1,19,34
16561,2024-06-23,RT2,12,24
16561,2024-06-23,RT3,10,19
16561,2024-06-23,RT4,3,8
16562,2024-06-23,RT1,14,30
16562,2024-06-23,RT2,14,26
16562,2024-06-23,RT3,11,18
16562,2024-06-23,RT4,3,7
16563,2024-06-23,RT1,26,45
16563,2024-06-23,RT2,9,18
16563,2024-06-23,RT3,6,11
16563,2024-06-23,RT4,4,7
17558,2024-06-23,RT1,17,34
17558,2024-06-23,RT2,15,31
17558,2024-06-23,RT3,11,21
17558,2024-06-23,RT4,3,5
17559,2024-06-23,RT1,14,25
17559,2024-06-23,RT2,11,22
17559,2024-06-23,RT3,8,15
17559,2024-06-23,RT4,2,5
16558,2024-06-24,RT1,23,45
16558,2024-06-24,RT2,15,27
16558,2024-06-24,RT3,10,19
16558,2024-06-24,RT4,4,7
16559,2024-06-24,RT1,18,30
16559,2024-06-24,RT2,12,23
16559,2024-06-24,RT3,12,19
16559,2024-06-24,RT4,2,5
16560,2024-06-24,RT1,13,28
16560,2024-06-24,RT2,9,19
16560,2024-06-24,RT3,10,22
16560,2024-06-24,RT4,2,4
16561,2024-06-24,RT1,19,34
16561,2024-06-24,RT2,13,25
16561,2024-06-24,RT3,5,10
16561,2024-06-24,RT4,3,6
16562,2024-06-24,RT1,22,44
16562,2024-06-24,RT2,11,19
16562,2024-06-24,RT3,6,11
16562,2024-06-24,RT4,3,6
16563,2024-06-24,RT1,23,44
16563,2024-06-24,RT2,15,31
16563,2024-06-24,RT3,10,19
16563,2024-06-24,RT4,3,6
17558,2024-06-24,RT1,18,31
17558,2024-06-24,RT2,22,35
17558,2024-06-24,RT3,11,22
17558,2024-06-24,RT4,2,5
17559,2024-06-24,RT1,16,27
17559,2024-06-24,RT2,17,30
17559,2024-06-24,RT3,9,15
17559,2024-06-24,RT4,3,6
16558,2024-06-25,RT1,15,32
16558,2024-06-25,RT2,13,21
16558,2024-06-25,RT3,10,17
16558,2024-06-25,RT4,4,8
16559,2024-06-25,RT1,26,41
16559,2024-06-25,RT2,14,29
16559,2024-06-25,RT3,9,17
16559,2024-06-25,RT4,3,7
16560,2024-06-25,RT1,25,41
16560,2024-06-25,RT2,20,34
16560,2024-06-25,RT3,8,18
16560,2024-06-25,RT4,2,5
16561,2024-06-25,RT1,20,35
16561,2024-06-25,RT2,18,33
16561,2024-06-25,RT3,11,20
16561,2024-06-25,RT4,3,6
16562,2024-06-25,RT1,16,33
16562,2024-06-25,RT2,20,34
16562,2024-06-25,RT3,12,21
16562,2024-06-25,RT4,2,4
16563,2024-06-25,RT1,13,26
16563,2024-06-25,RT2,20,34
16563,2024-06-25,RT3,5,10
16563,2024-06-25,RT4,3,6
17558,2024-06-25,RT1,21,40
17558,2024-06-25,RT2,11,19
17558,2024-06-25,RT3,6,11
17558,2024-06-25,RT4,3,6
17559,2024-06-25,RT1,16,32
17559,2024-06-25,RT2,17,34
17559,2024-06-25,RT3,6,10
17559,2024-06-25,RT4,4,8
16558,2024-06-26,RT1,22,40
16558,2024-06-26,RT2,10,20
16558,2024-06-26,RT3,5,12
16558,2024-06-26,RT4,2,5
16559,2024-06-26,RT1,22,43
16559,2024-06-26,RT2,11,19
16559,2024-06-26,RT3,10,20
16559,2024-06-26,RT4,2,5
16560,2024-06-26,RT1,19,41
16560,2024-06-26,RT2,21,34
16560,2024-06-26,RT3,11,20
16560,2024-06-26,RT4,3,6
16561,2024-06-26,RT1,19,40
16561,2024-06-26,RT2,12,21
16561,2024-06-26,RT3,11,20
16561,2024-06-26,RT4,4,8
16562,2024-06-26,RT1,19,32
16562,2024-06-26,RT2,12,20
16562,2024-06-26,RT3,9,19
16562,2024-06-26,RT4,4,8
16563,2024-06-26,RT1,20,34
16563,2024-06-26,RT2,14,25
16563,2024-06-26,RT3,11,22
16563,2024-06-26,RT4,5,8
17558,2024-06-26,RT1,25,40
17558,2024-06-26,RT2,12,22
17558,2024-06-26,RT3,9,17
17558,2024-06-26,RT4,3,6
17559,2024-06-26,RT1,16,29
17559,2024-06-26,RT2,16,29
17559,2024-06-26,RT3,8,13
17559,2024-06-26,RT4,2,4
16558,2024-06-27,RT1,20,35
16558,2024-06-27,RT2,12,19
16558,2024-06-27,RT3,9,16
16558,2024-06-27,RT4,2,5
16559,2024-06-27,RT1,25,43
16559,2024-06-27,RT2,18,30
16559,2024-06-27,RT3,9,16
16559,2024-06-27,RT4,4,7
16560,2024-06-27,RT1,18,32
16560,2024-06-27,RT2,11,21
16560,2024-06-27,RT3,8,15
16560,2024-06-27,RT4,4,8
16561,2024-06-27,RT1,21,41
16561,2024-06-27,RT2,12,23
16561,2024-06-27,RT3,10,18
16561,2024-06-27,RT4,1,4
16562,2024-06-27,RT1,14,27
16562,2024-06-27,RT2,13,22
16562,2024-06-27,RT3,7,11
16562,2024-06-27,RT4,3,5
16563,2024-06-27,RT1,18,32
16563,2024-06-27,RT2,17,27
16563,2024-06-27,RT3,7,12
16563,2024-06-27,RT4,4,8
17558,2024-06-27,RT1,20,36
17558,2024-06-27,RT2,12,23
17558,2024-06-27,RT3,6,11
17558,2024-06-27,RT4,3,7
17559,2024-06-27,RT1,21,37
17559,2024-06-27,RT2,14,24
17559,2024-06-27,RT3,7,13
17559,2024-06-27,RT4,2,5
16558,2024-06-28,RT1,29,36
16558,2024-06-28,RT2,17,25
16558,2024-06-28,RT3,10,12
16558,2024-06-28,RT4,5,7
16559,2024-06-28,RT1,20,30
16559,2024-06-28,RT2,22,31
16559,2024-06-28,RT3,10,16
16559,2024-06-28,RT4,5,7
16560,2024-06-28,RT1,21,27
16560,2024-06-28,RT2,18,24
16560,2024-06-28,RT3,8,11
16560,2024-06-28,RT4,4,6
16561,2024-06-28,RT1,24,30
16561,2024-06-28,RT2,15,19
16561,2024-06-28,RT3,10,13
16561,2024-06-28,RT4,5,7
16562,2024-06-28,RT1,30,42
16562,2024-06-28,RT2,27,35
16562,2024-06-28,RT3,7,10
16562,2024-06-28,RT4,4,7
16563,2024-06-28,RT1,27,33
16563,2024-06-28,RT2,17,24
16563,2024-06-28,RT3,9,12
16563,2024-06-28,RT4,4,6
17558,2024-06-28,RT1,24,32
17558,2024-06-28,RT2,25,31
17558,2024-06-28,RT3,8,10
17558,2024-06-28,RT4,5,8
17559,2024-06-28,RT1,22,28
17559,2024-06-28,RT2,24,33
17559,2024-06-28,RT3,13,17
17559,2024-06-28,RT4,3,5
16558,2024-06-29,RT1,24,35
16558,2024-06-29,RT2,20,29
16558,2024-06-29,RT3,15,21
16558,2024-06-29,RT4,4,7
16559,2024-06-29,RT1,23,30
16559,2024-06-29,RT2,13,18
16559,2024-06-29,RT3,11,16
16559,2024-06-29,RT4,6,8
16560,2024-06-29,RT1,23,35
16560,2024-06-29,RT2,22,31
16560,2024-06-29,RT3,7,10
16560,2024-06-29,RT4,3,5
16561,2024-06-29,RT1,24,33
16561,2024-06-29,RT2,26,32
16561,2024-06-29,RT3,13,17
16561,2024-06-29,RT4,4,5
16562,2024-06-29,RT1,22,32
16562,2024-06-29,RT2,18,22
16562,2024-06-29,RT3,14,20
16562,2024-06-29,RT4,4,6
16563,2024-06-29,RT1,32,38
16563,2024-06-29,RT2,19,24
16563,2024-06-29,RT3,11,15
16563,2024-06-29,RT4,5,7
17558,2024-06-29,RT1,19,27
17558,2024-06-29,RT2,24,33
17558,2024-06-29,RT3,8,12
17558,2024-06-29,RT4,4,6
17559,2024-06-29,RT1,23,33
17559,2024-06-29,RT2,22,33
17559,2024-06-29,RT3,11,15
17559,2024-06-29,RT4,4,6
16558,2024-06-30,RT1,18,32
16558,2024-06-30,RT2,16,28
16558,2024-06-30,RT3,7,13
16558,2024-06-30,RT4,2,4
16559,2024-06-30,RT1,21,34
16559,2024-06-30,RT2,11,22
16559,2024-06-30,RT3,12,20
16559,2024-06-30,RT4,4,7
16560,2024-06-30,RT1,16,29
16560,2024-06-30,RT2,20,34
16560,2024-06-30,RT3,9,15
16560,2024-06-30,RT4,3,6
16561,2024-06-30,RT1,21,37
16561,2024-06-30,RT2,18,29
16561,2024-06-30,RT3,7,14
16561,2024-06-30,RT4,3,5
16562,2024-06-30,RT1,13,26
16562,2024-06-30,RT2,13,22
16562,2024-06-30,RT3,5,11
16562,2024-06-30,RT4,3,6
16563,2024-06-30,RT1,19,34
16563,2024-06-30,RT2,14,23
16563,2024-06-30,RT3,7,12
16563,2024-06-30,RT4,2,5
17558,2024-06-30,RT1,14,26
17558,2024-06-30,RT2,16,26
17558,2024-06-30,RT3,12,21
17558,2024-06-30,RT4,2,4
17559,2024-06-30,RT1,19,30
17559,2024-06-30,RT2,19,34
17559,2024-06-30,RT3,8,17
17559,2024-06-30,RT4,3,8
16558,2024-07-01,RT1,16,30
16558,2024-07-01,RT2,11,21
16558,2024-07-01,RT3,7,14
16558,2024-07-01,RT4,2,4
16559,2024-07-01,RT1,17,37
16559,2024-07-01,RT2,14,26
16559,2024-07-01,RT3,11,20
16559,2024-07-01,RT4,4,8
16560,2024-07-01,RT1,26,45
16560,2024-07-01,RT2,15,25
16560,2024-07-01,RT3,11,22
16560,2024-07-01,RT4,3,6
16561,2024-07-01,RT1,16,33
16561,2024-07-01,RT2,11,18
16561,2024-07-01,RT3,9,19
16561,2024-07-01,RT4,2,4
16562,2024-07-01,RT1,18,32
16562,2024-07-01,RT2,12,26
16562,2024-07-01,RT3,9,17
16562,2024-07-01,RT4,2,4
16563,2024-07-01,RT1,19,40
16563,2024-07-01,RT2,18,30
16563,2024-07-01,RT3,6,13
16563,2024-07-01,RT4,3,7
17558,2024-07-01,RT1,16,25
17558,2024-07-01,RT2,17,31
17558,2024-07-01,RT3,11,22
17558,2024-07-01,RT4,3,6
17559,2024-07-01,RT1,14,26
17559,2024-07-01,RT2,12,24
17559,2024-07-01,RT3,11,21
17559,2024-07-01,RT4,4,7
16558,2024-07-02,RT1,13,26
16558,2024-07-02,RT2,20,34
16558,2024-07-02,RT3,10,16
16558,2024-07-02,RT4,3,7
16559,2024-07-02,RT1,14,27
16559,2024-07-02,RT2,19,35
16559,2024-07-02,RT3,9,16
16559,2024-07-02,RT4,3,7
16560,2024-07-02,RT1,22,39
16560,2024-07-02,RT2,18,34
16560,2024-07-02,RT3,13,21
16560,2024-07-02,RT4,4,7
16561,2024-07-02,RT1,15,28
16561,2024-07-02,RT2,16,34
16561,2024-07-02,RT3,12,21
16561,2024-07-02,RT4,4,8
16562,2024-07-02,RT1,16,26
16562,2024-07-02,RT2,15,24
16562,2024-07-02,RT3,8,14
16562,2024-07-02,RT4,3,6
16563,2024-07-02,RT1,15,25
16563,2024-07-02,RT2,14,22
16563,2024-07-02,RT3,9,18
16563,2024-07-02,RT4,5,8
17558,2024-07-02,RT1,12,26
17558,2024-07-02,RT2,16,29
17558,2024-07-02,RT3,4,10
17558,2024-07-02,RT4,2,4
17559,2024-07-02,RT1,16,32
17559,2024-07-02,RT2,14,23
17559,2024-07-02,RT3,4,10
17559,2024-07-02,RT4,4,8
16558,2024-07-03,RT1,26,44
16558,2024-07-03,RT2,13,28
16558,2024-07-03,RT3,13,22
16558,2024-07-03,RT4,4,8
16559,2024-07-03,RT1,17,32
16559,2024-07-03,RT2,13,23
16559,2024-07-03,RT3,10,17
16559,2024-07-03,RT4,3,6
16560,2024-07-03,RT1,18,36
16560,2024-07-03,RT2,14,27
16560,2024-07-03,RT3,10,21
16560,2024-07-03,RT4,3,5
16561,2024-07-03,RT1,25,42
16561,2024-07-03,RT2,13,23
16561,2024-07-03,RT3,7,14
16561,2024-07-03,RT4,3,7
16562,2024-07-03,RT1,18,29
16562,2024-07-03,RT2,10,21
16562,2024-07-03,RT3,6,10
16562,2024-07-03,RT4,2,4
16563,2024-07-03,RT1,15,28
16563,2024-07-03,RT2,13,22
16563,2024-07-03,RT3,10,20
16563,2024-07-03,RT4,2,5
17558,2024-07-03,RT1,16,27
17558,2024-07-03,RT2,12,21
17558,2024-07-03,RT3,9,16
17558,2024-07-03,RT4,2,5
17559,2024-07-03,RT1,16,27
17559,2024-07-03,RT2,12,20
17559,2024-07-03,RT3,9,17
17559,2024-07-03,RT4,4,8
16558,2024-07-04,RT1,15,27
16558,2024-07-04,RT2,19,30
16558,2024-07-04,RT3,7,15
16558,2024-07-04,RT4,2,6
16559,2024-07-04,RT1,21,36
16559,2024-07-04,RT2,18,35
16559,2024-07-04,RT3,9,16
16559,2024-07-04,RT4,4,7
16560,2024-07-04,RT1,22,36
16560,2024-07-04,RT2,19,35
16560,2024-07-04,RT3,7,13
16560,2024-07-04,RT4,2,4
16561,2024-07-04,RT1,19,41
16561,2024-07-04,RT2,19,31
16561,2024-07-04,RT3,12,19
16561,2024-07-04,RT4,2,4
16562,2024-07-04,RT1,19,33
16562,2024-07-04,RT2,14,25
16562,2024-07-04,RT3,10,22
16562,2024-07-04,RT4,2,5
16563,2024-07-04,RT1,15,27
16563,2024-07-04,RT2,16,27
16563,2024-07-04,RT3,9,15
16563,2024-07-04,RT4,4,8
17558,2024-07-04,RT1,24,38
17558,2024-07-04,RT2,9,18
17558,2024-07-04,RT3,11,21
17558,2024-07-04,RT4,4,8
17559,2024-07-04,RT1,20,34
17559,2024-07-04,RT2,13,24
17559,2024-07-04,RT3,9,18
17559,2024-07-04,RT4,3,7
16558,2024-07-05,RT1,22,27
16558,2024-07-05,RT2,21,29
16558,2024-07-05,RT3,9,12
16558,2024-07-05,RT4,5,7
16559,2024-07-05,RT1,28,41
16559,2024-07-05,RT2,14,19
16559,2024-07-05,RT3,10,15
16559,2024-07-05,RT4,4,6
16560,2024-07-05,RT1,33,44
16560,2024-07-05,RT2,23,32
16560,2024-07-05,RT3,14,17
16560,2024-07-05,RT4,2,4
16561,2024-07-05,RT1,20,29
16561,2024-07-05,RT2,20,25
16561,2024-07-05,RT3,14,18
16561,2024-07-05,RT4,3,4
16562,2024-07-05,RT1,26,35
16562,2024-07-05,RT2,26,31
16562,2024-07-05,RT3,14,18
16562,2024-07-05,RT4,5,7
16563,2024-07-05,RT1,34,43
16563,2024-07-05,RT2,18,24
16563,2024-07-05,RT3,7,11
16563,2024-07-05,RT4,5,7
17558,2024-07-05,RT1,22,29
17558,2024-07-05,RT2,15,19
17558,2024-07-05,RT3,11,15
17558,2024-07-05,RT4,5,8
17559,2024-07-05,RT1,17,25
17559,2024-07-05,RT2,20,25
17559,2024-07-05,RT3,8,12
17559,2024-07-05,RT4,5,7
16558,2024-07-06,RT1,30,40
16558,2024-07-06,RT2,21,29
16558,2024-07-06,RT3,11,16
16558,2024-07-06,RT4,2,4
16559,2024-07-06,RT1,27,36
16559,2024-07-06,RT2,23,33
16559,2024-07-06,RT3,12,18
16559,2024-07-06,RT4,5,8
16560,2024-07-06,RT1,23,29
16560,2024-07-06,RT2,15,21
16560,2024-07-06,RT3,16,22
16560,2024-07-06,RT4,3,4
16561,2024-07-06,RT1,28,37
16561,2024-07-06,RT2,13,19
16561,2024-07-06,RT3,18,22
16561,2024-07-06,RT4,3,4
16562,2024-07-06,RT1,26,37
16562,2024-07-06,RT2,17,24
16562,2024-07-06,RT3,8,12
16562,2024-07-06,RT4,5,8
16563,2024-07-06,RT1,32,39
16563,2024-07-06,RT2,17,25
16563,2024-07-06,RT3,8,11
16563,2024-07-06,RT4,3,5
17558,2024-07-06,RT1,29,43
17558,2024-07-06,RT2,16,24
17558,2024-07-06,RT3,15,21
17558,2024-07-06,RT4,2,4
17559,2024-07-06,RT1,28,34
17559,2024-07-06,RT2,22,29
17559,2024-07-06,RT3,8,11
17559,2024-07-06,RT4,3,5
16558,2024-07-07,RT1,12,25
16558,2024-07-07,RT2,18,31
16558,2024-07-07,RT3,14,22
16558,2024-07-07,RT4,2,5
16559,2024-07-07,RT1,24,43
16559,2024-07-07,RT2,13,26
16559,2024-07-07,RT3,11,21
16559,2024-07-07,RT4,2,5
16560,2024-07-07,RT1,17,30
16560,2024-07-07,RT2,13,25
16560,2024-07-07,RT3,10,17
16560,2024-07-07,RT4,3,7
16561,2024-07-07,RT1,23,44
16561,2024-07-07,RT2,13,23
16561,2024-07-07,RT3,8,16
16561,2024-07-07,RT4,2,5
16562,2024-07-07,RT1,20,36
16562,2024-07-07,RT2,12,22
16562,2024-07-07,RT3,11,19
16562,2024-07-07,RT4,3,6
16563,2024-07-07,RT1,18,32
16563,2024-07-07,RT2,10,19
16563,2024-07-07,RT3,11,20
16563,2024-07-07,RT4,2,4
17558,2024-07-07,RT1,19,36
17558,2024-07-07,RT2,15,32
17558,2024-07-07,RT3,11,19
17558,2024-07-07,RT4,3,5
17559,2024-07-07,RT1,24,40
17559,2024-07-07,RT2,21,33
17559,2024-07-07,RT3,7,14
17559,2024-07-07,RT4,2,4
16558,2024-07-08,RT1,22,38
16558,2024-07-08,RT2,20,34
16558,2024-07-08,RT3,14,22
16558,2024-07-08,RT4,3,5
16559,2024-07-08,RT1,17,35
16559,2024-07-08,RT2,16,27
16559,2024-07-08,RT3,11,22
16559,2024-07-08,RT4,3,6
16560,2024-07-08,RT1,22,37
16560,2024-07-08,RT2,14,30
16560,2024-07-08,RT3,7,15
16560,2024-07-08,RT4,2,5
16561,2024-07-08,RT1,22,44
16561,2024-07-08,RT2,17,33
16561,2024-07-08,RT3,10,18
16561,2024-07-08,RT4,2,5
16562,2024-07-08,RT1,21,34
16562,2024-07-08,RT2,14,26
16562,2024-07-08,RT3,7,11
16562,2024-07-08,RT4,3,6
16563,2024-07-08,RT1,16,30
16563,2024-07-08,RT2,19,32
16563,2024-07-08,RT3,5,10
16563,2024-07-08,RT4,4,8
17558,2024-07-08,RT1,15,26
17558,2024-07-08,RT2,18,34
17558,2024-07-08,RT3,10,19
17558,2024-07-08,RT4,4,8
17559,2024-07-08,RT1,23,44
17559,2024-07-08,RT2,12,25
17559,2024-07-08,RT3,7,13
17559,2024-07-08,RT4,3,8
16558,2024-07-09,RT1,17,30
16558,2024-07-09,RT2,13,22
16558,2024-07-09,RT3,7,12
16558,2024-07-09,RT4,3,6
16559,2024-07-09,RT1,21,41
16559,2024-07-09,RT2,21,34
16559,2024-07-09,RT3,5,10
16559,2024-07-09,RT4,4,7
16560,2024-07-09,RT1,24,40
16560,2024-07-09,RT2,19,32
16560,2024-07-09,RT3,5,10
16560,2024-07-09,RT4,3,6
16561,2024-07-09,RT1,24,39
16561,2024-07-09,RT2,19,31
16561,2024-07-09,RT3,6,13
16561,2024-07-09,RT4,2,4
16562,2024-07-09,RT1,16,32
16562,2024-07-09,RT2,13,26
16562,2024-07-09,RT3,7,13
16562,2024-07-09,RT4,2,5
16563,2024-07-09,RT1,19,36
16563,2024-07-09,RT2,18,29
16563,2024-07-09,RT3,12,21
16563,2024-07-09,RT4,4,8
17558,2024-07-09,RT1,19,38
17558,2024-07-09,RT2,17,28
17558,2024-07-09,RT3,5,11
17558,2024-07-09,RT4,1,4
17559,2024-07-09,RT1,19,40
17559,2024-07-09,RT2,10,19
17559,2024-07-09,RT3,12,19
17559,2024-07-09,RT4,4,8
16558,2024-07-10,RT1,16,32
16558,2024-07-10,RT2,9,20
16558,2024-07-10,RT3,11,18
16558,2024-07-10,RT4,4,7
16559,2024-07-10,RT1,14,28
16559,2024-07-10,RT2,10,18
16559,2024-07-10,RT3,7,12
16559,2024-07-10,RT4,4,8
16560,2024-07-10,RT1,17,36
16560,2024-07-10,RT2,11,20
16560,2024-07-10,RT3,12,19
16560,2024-07-10,RT4,4,7
16561,2024-07-10,RT1,27,44
16561,2024-07-10,RT2,16,31
16561,2024-07-10,RT3,14,22
16561,2024-07-10,RT4,3,6
16562,2024-07-10,RT1,22,39
16562,2024-07-10,RT2,18,35
16562,2024-07-10,RT3,10,20
16562,2024-07-10,RT4,3,6
16563,2024-07-10,RT1,19,40
16563,2024-07-10,RT2,11,21
16563,2024-07-10,RT3,8,16
16563,2024-07-10,RT4,3,7
17558,2024-07-10,RT1,15,31
17558,2024-07-10,RT2,16,30
17558,2024-07-10,RT3,5,11
17558,2024-07-10,RT4,4,7
17559,2024-07-10,RT1,24,41
17559,2024-07-10,RT2,16,31
17559,2024-07-10,RT3,6,11
17559,2024-07-10,RT4,4,8
16558,2024-07-11,RT1,17,31
16558,2024-07-11,RT2,15,31
16558,2024-07-11,RT3,6,12
16558,2024-07-11,RT4,4,7
16559,2024-07-11,RT1,24,44
16559,2024-07-11,RT2,13,23
16559,2024-07-11,RT3,9,19
16559,2024-07-11,RT4,3,7
16560,2024-07-11,RT1,22,41
16560,2024-07-11,RT2,19,35
16560,2024-07-11,RT3,11,18
16560,2024-07-11,RT4,2,6
16561,2024-07-11,RT1,14,29
16561,2024-07-11,RT2,16,34
16561,2024-07-11,RT3,11,21
16561,2024-07-11,RT4,4,8
16562,2024-07-11,RT1,20,40
16562,2024-07-11,RT2,9,18
16562,2024-07-11,RT3,6,13
16562,2024-07-11,RT4,4,8
16563,2024-07-11,RT1,27,45
16563,2024-07-11,RT2,15,25
16563,2024-07-11,RT3,9,17
16563,2024-07-11,RT4,4,8
17558,2024-07-11,RT1,20,33
17558,2024-07-11,RT2,15,26
17558,2024-07-11,RT3,9,15
17558,2024-07-11,RT4,2,4
17559,2024-07-11,RT1,26,45
17559,2024-07-11,RT2,9,18
17559,2024-07-11,RT3,9,15
17559,2024-07-11,RT4,2,5
16558,2024-07-12,RT1,36,45
16558,2024-07-12,RT2,17,25
16558,2024-07-12,RT3,17,22
16558,2024-07-12,RT4,2,4
16559,2024-07-12,RT1,37,45
16559,2024-07-12,RT2,25,33
16559,2024-07-12,RT3,13,19
16559,2024-07-12,RT4,4,6
16560,2024-07-12,RT1,22,30
16560,2024-07-12,RT2,20,28
16560,2024-07-12,RT3,14,17
16560,2024-07-12,RT4,2,4
16561,2024-07-12,RT1,32,42
16561,2024-07-12,RT2,26,33
16561,2024-07-12,RT3,7,11
16561,2024-07-12,RT4,5,7
16562,2024-07-12,RT1,19,28
16562,2024-07-12,RT2,18,23
16562,2024-07-12,RT3,7,10
16562,2024-07-12,RT4,3,4
16563,2024-07-12,RT1,29,43
16563,2024-07-12,RT2,19,27
16563,2024-07-12,RT3,17,22
