booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
BK115194,17558,2024-06-01,2024-06-07,2024-06-10,4,RT1,MakeMyTrip,,Cancelled,4498.45,449.85
BK115195,17558,2024-05-25,2024-06-07,2024-06-08,1,RT1,Tripster,5,Checked Out,4528.07,4528.07
BK115196,17558,2024-05-24,2024-06-07,2024-06-10,1,RT1,MakeMyTrip,,Cancelled,4512.96,451.3
BK115197,17558,2024-06-05,2024-06-07,2024-06-08,4,RT1,Booking.com,,Cancelled,4724.35,472.44
BK115198,17558,2024-06-03,2024-06-07,2024-06-09,2,RT1,MakeMyTrip,5,Checked Out,4664.1,4664.1
BK115199,17558,2024-05-28,2024-06-07,2024-06-10,3,RT1,MakeMyTrip,,Cancelled,4457.48,445.75
BK115200,17558,2024-05-26,2024-06-07,2024-06-08,1,RT1,MakeMyTrip,4,Checked Out,4571.05,4571.05
BK115201,17558,2024-05-29,2024-06-07,2024-06-09,1,RT1,MakeMyTrip,,Cancelled,4645.25,464.53
BK115202,17558,2024-06-06,2024-06-07,2024-06-10,2,RT1,MakeMyTrip,3,Checked Out,4462.12,4462.12
BK115203,17558,2024-06-03,2024-06-07,2024-06-09,1,RT1,Tripster,5,Checked Out,4712.04,4712.04
BK115204,17558,2024-06-06,2024-06-07,2024-06-09,4,RT1,Direct Online,5,Checked Out,4620.57,4620.57
BK115205,17558,2024-05-26,2024-06-07,2024-06-08,4,RT1,Booking.com,5,Checked Out,4322.8,4322.8
BK115206,17558,2024-05-24,2024-06-07,2024-06-10,3,RT1,Direct Online,3,Checked Out,4648.34,4648.34
BK115207,17558,2024-06-03,2024-06-07,2024-06-08,3,RT1,MakeMyTrip,,Cancelled,4699.29,469.93
BK115208,17558,2024-05-30,2024-06-07,2024-06-10,3,RT1,Direct Offline,,Cancelled,4495.42,449.54
BK115209,17558,2024-06-06,2024-06-07,2024-06-10,3,RT1,Direct Online,4,Checked Out,4529.02,4529.02
BK115210,17558,2024-06-06,2024-06-07,2024-06-09,3,RT1,Booking.com,1,Checked Out,4322.37,4322.37
BK115211,17558,2024-06-06,2024-06-07,2024-06-10,4,RT1,Direct Offline,5,Checked Out,4535.71,4535.71
BK115212,17558,2024-06-02,2024-06-07,2024-06-10,1,RT1,MakeMyTrip,,Cancelled,4425.1,442.51
BK115213,17558,2024-06-02,2024-06-07,2024-06-10,4,RT2,Logtrip,4,Checked Out,7576.8,7576.8
BK115214,17558,2024-06-01,2024-06-07,2024-06-10,4,RT2,Direct Online,4,Checked Out,7581.84,7581.84
BK115215,17558,2024-05-25,2024-06-07,2024-06-09,4,RT2,Direct Online,3,Checked Out,7547.04,7547.04
BK115216,17558,2024-05-29,2024-06-07,2024-06-10,2,RT2,Logtrip,,No Show,7512.47,3756.24
BK115217,17558,2024-05-30,2024-06-07,2024-06-10,2,RT2,Booking.com,,No Show,7284.85,3642.43
BK115218,17558,2024-05-27,2024-06-07,2024-06-08,4,RT2,Direct Offline,3,Checked Out,7690.1,7690.1
BK115219,17558,2024-05-31,2024-06-07,2024-06-08,2,RT2,Logtrip,,Cancelled,7396.94,739.69
BK115220,17558,2024-05-27,2024-06-07,2024-06-09,2,RT2,MakeMyTrip,2,Checked Out,7345.8,7345.8
BK115221,17558,2024-05-31,2024-06-07,2024-06-10,1,RT2,Direct Online,4,Checked Out,7697.85,7697.85
BK115222,17558,2024-05-24,2024-06-07,2024-06-09,4,RT2,MakeMyTrip,2,Checked Out,7559.2,7559.2
BK115223,17558,2024-05-30,2024-06-07,2024-06-08,2,RT2,Tripster,,Cancelled,7602.35,760.24
BK115224,17558,2024-05-24,2024-06-07,2024-06-09,1,RT2,Tripster,4,Checked Out,7748.98,7748.98
BK115225,17558,2024-05-28,2024-06-07,2024-06-09,1,RT2,Booking.com,,Cancelled,7310.12,731.01
BK115226,17558,2024-05-25,2024-06-07,2024-06-09,2,RT2,Logtrip,,Cancelled,7703.51,770.35
BK115227,17558,2024-06-04,2024-06-07,2024-06-08,4,RT3,MakeMyTrip,5,Checked Out,11399.63,11399.63
BK115228,17558,2024-06-01,2024-06-07,2024-06-09,3,RT3,MakeMyTrip,4,Checked Out,10544.59,10544.59
BK115229,17558,2024-06-05,2024-06-07,2024-06-10,4,RT3,MakeMyTrip,4,Checked Out,11154.51,11154.51
BK115230,17558,2024-06-05,2024-06-07,2024-06-08,4,RT3,Booking.com,5,Checked Out,11244.92,11244.92
BK115231,17558,2024-05-31,2024-06-07,2024-06-10,3,RT3,Booking.com,,Cancelled,10533.52,1053.35
BK115232,17558,2024-05-27,2024-06-07,2024-06-08,2,RT3,Booking.com,,Cancelled,10794.01,1079.4
BK115233,17558,2024-05-26,2024-06-07,2024-06-09,2,RT3,Logtrip,3,Checked Out,10567.19,10567.19
BK115234,17558,2024-05-27,2024-06-07,2024-06-08,2,RT3,MakeMyTrip,3,Checked Out,10973.1,10973.1
BK115235,17558,2024-06-01,2024-06-07,2024-06-08,4,RT3,Tripster,4,Checked Out,11271.34,11271.34
BK115236,17558,2024-06-05,2024-06-07,2024-06-10,4,RT4,Direct Online,4,Checked Out,18280.84,18280.84
BK115237,17558,2024-05-29,2024-06-07,2024-06-10,3,RT4,MakeMyTrip,4,Checked Out,18323.21,18323.21
BK115238,17558,2024-05-27,2024-06-07,2024-06-08,1,RT4,Tripster,2,Checked Out,17775.49,17775.49
BK115239,17558,2024-06-01,2024-06-07,2024-06-08,1,RT4,MakeMyTrip,,Cancelled,19372.81,1937.28
BK115240,17558,2024-06-03,2024-06-07,2024-06-08,3,RT4,Tripster,4,Checked Out,19010.57,19010.57
BK115241,17559,2024-06-02,2024-06-07,2024-06-10,2,RT1,MakeMyTrip,,Cancelled,4543.8,454.38
BK115242,17559,2024-05-30,2024-06-07,2024-06-09,3,RT1,Booking.com,5,Checked Out,4575.99,4575.99
BK115243,17559,2024-05-24,2024-06-07,2024-06-10,1,RT1,JourneyHub,4,Checked Out,4639.82,4639.82
BK115244,17559,2024-05-30,2024-06-07,2024-06-09,4,RT1,MakeMyTrip,2,Checked Out,4670.84,4670.84
BK115245,17559,2024-05-26,2024-06-07,2024-06-09,4,RT1,Booking.com,4,Checked Out,4349.42,4349.42
BK115246,17559,2024-05-30,2024-06-07,2024-06-08,1,RT1,MakeMyTrip,4,Checked Out,4487.7,4487.7
BK115247,17559,2024-06-03,2024-06-07,2024-06-08,4,RT1,MakeMyTrip,,No Show,4424.32,2212.16
BK115248,17559,2024-05-26,2024-06-07,2024-06-09,2,RT1,Logtrip,4,Checked Out,4605.79,4605.79
BK115249,17559,2024-05-25,2024-06-07,2024-06-08,1,RT1,Booking.com,5,Checked Out,4435.63,4435.63
BK115250,17559,2024-06-02,2024-06-07,2024-06-10,4,RT1,Direct Online,5,Checked Out,4478.08,4478.08
BK115251,17559,2024-06-03,2024-06-07,2024-06-10,2,RT1,Direct Online,1,Checked Out,4600.22,4600.22
BK115252,17559,2024-05-25,2024-06-07,2024-06-10,3,RT1,Booking.com,5,Checked Out,4551.06,4551.06
BK115253,17559,2024-06-03,2024-06-07,2024-06-10,2,RT1,Direct Offline,2,Checked Out,4434.22,4434.22
BK115254,17559,2024-05-30,2024-06-07,2024-06-10,2,RT1,Booking.com,5,Checked Out,4292.09,4292.09
BK115255,17559,2024-06-04,2024-06-07,2024-06-08,2,RT1,MakeMyTrip,,No Show,4323.86,2161.93
BK115256,17559,2024-06-04,2024-06-07,2024-06-10,2,RT1,Logtrip,,Cancelled,4461.27,446.13
BK115257,17559,2024-05-31,2024-06-07,2024-06-10,2,RT1,Direct Online,2,Checked Out,4707.92,4707.92
BK115258,17559,2024-06-06,2024-06-07,2024-06-10,1,RT1,JourneyHub,4,Checked Out,4546.77,4546.77
BK115259,17559,2024-06-06,2024-06-07,2024-06-08,2,RT1,MakeMyTrip,,Cancelled,4679.01,467.9
BK115260,17559,2024-05-31,2024-06-07,2024-06-09,4,RT1,Direct Offline,3,Checked Out,4279.62,4279.62
BK115261,17559,2024-06-01,2024-06-07,2024-06-10,3,RT1,Direct Offline,,Cancelled,4324.22,432.42
BK115262,17559,2024-06-05,2024-06-07,2024-06-08,1,RT1,MakeMyTrip,4,Checked Out,4450.88,4450.88
BK115263,17559,2024-05-26,2024-06-07,2024-06-08,3,RT1,Booking.com,,Cancelled,4595.24,459.52
BK115264,17559,2024-05-27,2024-06-07,2024-06-08,2,RT2,Booking.com,4,Checked Out,7225.24,7225.24
BK115265,17559,2024-05-30,2024-06-07,2024-06-10,1,RT2,Booking.com,4,Checked Out,7715.46,7715.46
BK115266,17559,2024-06-02,2024-06-07,2024-06-08,3,RT2,Direct Online,5,Checked Out,7651.82,7651.82
BK115267,17559,2024-05-26,2024-06-07,2024-06-08,3,RT2,Direct Offline,2,Checked Out,7152.8,7152.8
BK115268,17559,2024-05-26,2024-06-07,2024-06-10,4,RT2,Direct Online,,No Show,7317.13,3658.57
BK115269,17559,2024-06-06,2024-06-07,2024-06-09,1,RT2,MakeMyTrip,,Cancelled,7190.57,719.06
BK115270,17559,2024-05-31,2024-06-07,2024-06-10,1,RT2,Booking.com,,Cancelled,7510.24,751.02
BK115271,17559,2024-05-29,2024-06-07,2024-06-09,4,RT2,MakeMyTrip,2,Checked Out,7749.68,7749.68
BK115272,17559,2024-05-25,2024-06-07,2024-06-08,1,RT2,Direct Offline,4,Checked Out,7616.44,7616.44
BK115273,17559,2024-05-29,2024-06-07,2024-06-09,2,RT2,Logtrip,3,Checked Out,7673.1,7673.1
BK115274,17559,2024-05-27,2024-06-07,2024-06-10,2,RT2,Logtrip,3,Checked Out,7292.15,7292.15
BK115275,17559,2024-05-24,2024-06-07,2024-06-10,2,RT2,Booking.com,3,Checked Out,7250.67,7250.67
BK115276,17559,2024-05-28,2024-06-07,2024-06-08,3,RT2,MakeMyTrip,4,Checked Out,7203.68,7203.68
BK115277,17559,2024-06-05,2024-06-07,2024-06-10,4,RT2,Tripster,,Cancelled,7727.03,772.7
BK115278,17559,2024-05-26,2024-06-07,2024-06-09,2,RT2,Logtrip,1,Checked Out,7854.43,7854.43
BK115279,17559,2024-06-01,2024-06-07,2024-06-10,1,RT2,Direct Offline,2,Checked Out,7870.57,7870.57
BK115280,17559,2024-06-06,2024-06-07,2024-06-08,1,RT2,Booking.com,5,Checked Out,7333.42,7333.42
BK115281,17559,2024-06-04,2024-06-07,2024-06-10,3,RT3,MakeMyTrip,4,Checked Out,11247.62,11247.62
BK115282,17559,2024-05-27,2024-06-07,2024-06-08,3,RT3,Booking.com,,Cancelled,10479.67,1047.97
BK115283,17559,2024-05-27,2024-06-07,2024-06-08,4,RT3,Booking.com,3,Checked Out,11462.98,11462.98
BK115284,17559,2024-06-01,2024-06-07,2024-06-08,3,RT3,Booking.com,3,Checked Out,11299.92,11299.92
BK115285,17559,2024-05-26,2024-06-07,2024-06-08,1,RT3,MakeMyTrip,,Cancelled,10618.91,1061.89
BK115286,17559,2024-05-24,2024-06-07,2024-06-09,3,RT3,Booking.com,5,Checked Out,11358.06,11358.06
BK115287,17559,2024-05-30,2024-06-07,2024-06-10,2,RT3,Logtrip,5,Checked Out,10536.09,10536.09
BK115288,17559,2024-06-04,2024-06-07,2024-06-10,1,RT3,Booking.com,,Cancelled,11284.56,1128.46
BK115289,17559,2024-05-30,2024-06-07,2024-06-09,3,RT3,JourneyHub,4,Checked Out,10554.48,10554.48
BK115290,17559,2024-05-29,2024-06-07,2024-06-09,4,RT3,MakeMyTrip,,Cancelled,10497.62,1049.76
BK115291,17559,2024-05-27,2024-06-07,2024-06-08,3,RT3,Booking.com,3,Checked Out,10837.64,10837.64
BK115292,17559,2024-05-25,2024-06-07,2024-06-10,3,RT4,MakeMyTrip,3,Checked Out,18171.49,18171.49
BK115293,17559,2024-05-29,2024-06-07,2024-06-09,3,RT4,Booking.com,3,Checked Out,18500.03,18500.03
BK115294,17559,2024-06-03,2024-06-07,2024-06-09,4,RT4,MakeMyTrip,,Cancelled,18949.44,1894.94
BK115295,17559,2024-05-24,2024-06-07,2024-06-08,2,RT4,Direct Offline,5,Checked Out,18297.38,18297.38
BK115296,17559,2024-06-05,2024-06-07,2024-06-08,4,RT4,Logtrip,,Cancelled,18965.74,1896.57
BK115297,16558,2024-05-26,2024-06-08,2024-06-09,2,RT1,MakeMyTrip,,Cancelled,4714.28,471.43
BK115298,16558,2024-06-04,2024-06-08,2024-06-09,3,RT1,MakeMyTrip,,Cancelled,4393.93,439.39
BK115299,16558,2024-06-05,2024-06-08,2024-06-11,4,RT1,MakeMyTrip,4,Checked Out,4330.07,4330.07
BK115300,16558,2024-06-02,2024-06-08,2024-06-10,4,RT1,Logtrip,4,Checked Out,4614.52,4614.52
BK115301,16558,2024-05-31,2024-06-08,2024-06-10,2,RT1,JourneyHub,4,Checked Out,4380.15,4380.15
BK115302,16558,2024-06-03,2024-06-08,2024-06-10,2,RT1,Direct Offline,2,Checked Out,4584.55,4584.55
BK115303,16558,2024-06-07,2024-06-08,2024-06-11,4,RT1,MakeMyTrip,4,Checked Out,4708.55,4708.55
BK115304,16558,2024-06-06,2024-06-08,2024-06-09,3,RT1,MakeMyTrip,,Cancelled,4685.28,468.53
BK115305,16558,2024-06-07,2024-06-08,2024-06-11,1,RT1,MakeMyTrip,5,Checked Out,4681.15,4681.15
BK115306,16558,2024-06-03,2024-06-08,2024-06-11,2,RT1,Booking.com,4,Checked Out,4605.29,4605.29
BK115307,16558,2024-06-03,2024-06-08,2024-06-09,1,RT1,Tripster,2,Checked Out,4340.79,4340.79
BK115308,16558,2024-06-03,2024-06-08,2024-06-11,2,RT1,MakeMyTrip,1,Checked Out,4432.62,4432.62
BK115309,16558,2024-05-25,2024-06-08,2024-06-09,2,RT1,Tripster,4,Checked Out,4492.5,4492.5
BK115310,16558,2024-06-07,2024-06-08,2024-06-10,3,RT1,MakeMyTrip,,No Show,4418.05,2209.03
BK115311,16558,2024-06-05,2024-06-08,2024-06-09,2,RT1,MakeMyTrip,4,Checked Out,4327.27,4327.27
BK115312,16558,2024-05-27,2024-06-08,2024-06-11,2,RT1,Direct Online,3,Checked Out,4379.75,4379.75
BK115313,16558,2024-05-28,2024-06-08,2024-06-10,2,RT1,Tripster,5,Checked Out,4359.71,4359.71
BK115314,16558,2024-06-05,2024-06-08,2024-06-09,3,RT1,Booking.com,,Cancelled,4361.05,436.11
BK115315,16558,2024-05-29,2024-06-08,2024-06-09,2,RT1,Tripster,4,Checked Out,4281.02,4281.02
BK115316,16558,2024-06-05,2024-06-08,2024-06-11,1,RT2,MakeMyTrip,4,Checked Out,7315.37,7315.37
BK115317,16558,2024-05-29,2024-06-08,2024-06-11,1,RT2,Booking.com,,Cancelled,7579.62,757.96
BK115318,16558,2024-06-01,2024-06-08,2024-06-11,2,RT2,Logtrip,4,Checked Out,7172.27,7172.27
BK115319,16558,2024-06-02,2024-06-08,2024-06-09,4,RT2,MakeMyTrip,4,Checked Out,7655.96,7655.96
BK115320,16558,2024-05-29,2024-06-08,2024-06-10,2,RT2,MakeMyTrip,5,Checked Out,7255.24,7255.24
BK115321,16558,2024-06-02,2024-06-08,2024-06-09,4,RT2,Direct Online,5,Checked Out,7176.94,7176.94
BK115322,16558,2024-05-28,2024-06-08,2024-06-09,2,RT2,Booking.com,,Cancelled,7324.84,732.48
BK115323,16558,2024-05-25,2024-06-08,2024-06-10,3,RT2,Direct Online,4,Checked Out,7162.89,7162.89
BK115324,16558,2024-06-04,2024-06-08,2024-06-09,4,RT2,Booking.com,4,Checked Out,7181.86,7181.86
BK115325,16558,2024-06-03,2024-06-08,2024-06-11,3,RT2,Booking.com,5,Checked Out,7443.89,7443.89
BK115326,16558,2024-05-25,2024-06-08,2024-06-10,4,RT2,Booking.com,5,Checked Out,7555.64,7555.64
BK115327,16558,2024-06-01,2024-06-08,2024-06-09,1,RT2,Tripster,4,Checked Out,7413.98,7413.98
BK115328,16558,2024-05-31,2024-06-08,2024-06-09,3,RT2,Booking.com,3,Checked Out,7201.79,7201.79
BK115329,16558,2024-06-07,2024-06-08,2024-06-10,3,RT2,MakeMyTrip,,Cancelled,7402.26,740.23
BK115330,16558,2024-06-07,2024-06-08,2024-06-10,4,RT2,MakeMyTrip,4,Checked Out,7503.27,7503.27
BK115331,16558,2024-05-26,2024-06-08,2024-06-09,1,RT2,Logtrip,4,Checked Out,7566.7,7566.7
BK115332,16558,2024-05-30,2024-06-08,2024-06-11,1,RT2,Direct Offline,5,Checked Out,7343.21,7343.21
BK115333,16558,2024-06-03,2024-06-08,2024-06-10,3,RT2,MakeMyTrip,,Cancelled,7491.73,749.17
BK115334,16558,2024-05-27,2024-06-08,2024-06-09,4,RT2,Booking.com,,Cancelled,7558.83,755.88
BK115335,16558,2024-05-25,2024-06-08,2024-06-09,3,RT3,Logtrip,,Cancelled,10532.26,1053.23
BK115336,16558,2024-06-02,2024-06-08,2024-06-11,1,RT3,Booking.com,4,Checked Out,10968.88,10968.88
BK115337,16558,2024-06-07,2024-06-08,2024-06-11,4,RT3,MakeMyTrip,,Cancelled,10843.23,1084.32
BK115338,16558,2024-05-31,2024-06-08,2024-06-09,1,RT3,Tripster,,No Show,11210.69,5605.35
BK115339,16558,2024-06-05,2024-06-08,2024-06-09,1,RT3,Logtrip,5,Checked Out,11460.07,11460.07
BK115340,16558,2024-06-07,2024-06-08,2024-06-11,3,RT3,MakeMyTrip,5,Checked Out,10962.81,10962.81
BK115341,16558,2024-05-28,2024-06-08,2024-06-10,1,RT3,Booking.com,,Cancelled,10629.27,1062.93
BK115342,16558,2024-05-30,2024-06-08,2024-06-10,4,RT3,Logtrip,,Cancelled,11165.46,1116.55
BK115343,16558,2024-06-06,2024-06-08,2024-06-09,1,RT3,Booking.com,5,Checked Out,11252.32,11252.32
BK115344,16558,2024-06-01,2024-06-08,2024-06-09,4,RT3,Tripster,5,Checked Out,10741.56,10741.56
BK115345,16558,2024-06-06,2024-06-08,2024-06-09,4,RT3,Direct Online,5,Checked Out,11187.23,11187.23
BK115346,16558,2024-06-03,2024-06-08,2024-06-09,2,RT3,Booking.com,4,Checked Out,10905.64,10905.64
BK115347,16558,2024-05-27,2024-06-08,2024-06-09,1,RT4,Booking.com,4,Checked Out,17938.48,17938.48
BK115348,16558,2024-06-05,2024-06-08,2024-06-11,1,RT4,Tripster,,Cancelled,18180.02,1818.0
BK115349,16558,2024-05-29,2024-06-08,2024-06-10,2,RT4,MakeMyTrip,,No Show,19371.42,9685.71
BK115350,16558,2024-05-31,2024-06-08,2024-06-11,1,RT4,MakeMyTrip,5,Checked Out,18283.28,18283.28
BK115351,16558,2024-05-29,2024-06-08,2024-06-11,2,RT4,Booking.com,5,Checked Out,17739.0,17739.0
BK115352,16559,2024-05-29,2024-06-08,2024-06-10,1,RT1,MakeMyTrip,4,Checked Out,4522.79,4522.79
BK115353,16559,2024-05-27,2024-06-08,2024-06-10,2,RT1,Tripster,3,Checked Out,4346.34,4346.34
BK115354,16559,2024-05-26,2024-06-08,2024-06-09,3,RT1,Direct Offline,4,Checked Out,4699.86,4699.86
BK115355,16559,2024-06-02,2024-06-08,2024-06-10,4,RT1,Tripster,5,Checked Out,4311.66,4311.66
BK115356,16559,2024-05-28,2024-06-08,2024-06-11,2,RT1,Tripster,3,Checked Out,4342.05,4342.05
BK115357,16559,2024-05-31,2024-06-08,2024-06-10,3,RT1,Logtrip,,Cancelled,4299.04,429.9
BK115358,16559,2024-05-26,2024-06-08,2024-06-10,2,RT1,Booking.com,1,Checked Out,4561.19,4561.19
BK115359,16559,2024-06-07,2024-06-08,2024-06-10,3,RT1,Tripster,,Cancelled,4721.93,472.19
BK115360,16559,2024-05-26,2024-06-08,2024-06-11,3,RT1,Booking.com,,Cancelled,4287.36,428.74
BK115361,16559,2024-06-07,2024-06-08,2024-06-10,3,RT1,Tripster,,Cancelled,4467.23,446.72
BK115362,16559,2024-05-30,2024-06-08,2024-06-10,4,RT1,Booking.com,3,Checked Out,4303.66,4303.66
BK115363,16559,2024-06-02,2024-06-08,2024-06-11,1,RT1,Logtrip,5,Checked Out,4447.01,4447.01
BK115364,16559,2024-05-28,2024-06-08,2024-06-09,2,RT1,Booking.com,,No Show,4475.59,2237.8
BK115365,16559,2024-06-07,2024-06-08,2024-06-10,4,RT1,Tripster,4,Checked Out,4447.44,4447.44
BK115366,16559,2024-06-03,2024-06-08,2024-06-10,3,RT1,MakeMyTrip,3,Checked Out,4699.01,4699.01
BK115367,16559,2024-06-05,2024-06-08,2024-06-09,3,RT1,MakeMyTrip,4,Checked Out,4343.48,4343.48
BK115368,16559,2024-06-01,2024-06-08,2024-06-11,3,RT1,Direct Offline,5,Checked Out,4716.52,4716.52
BK115369,16559,2024-05-28,2024-06-08,2024-06-10,2,RT1,Logtrip,4,Checked Out,4722.82,4722.82
BK115370,16559,2024-06-02,2024-06-08,2024-06-11,1,RT1,MakeMyTrip,5,Checked Out,4475.29,4475.29
BK115371,16559,2024-05-27,2024-06-08,2024-06-11,4,RT1,Tripster,4,Checked Out,4506.29,4506.29
BK115372,16559,2024-06-01,2024-06-08,2024-06-09,2,RT1,MakeMyTrip,5,Checked Out,4521.48,4521.48
BK115373,16559,2024-06-06,2024-06-08,2024-06-10,3,RT2,JourneyHub,4,Checked Out,7320.85,7320.85
BK115374,16559,2024-05-25,2024-06-08,2024-06-10,4,RT2,MakeMyTrip,,Cancelled,7688.93,768.89
BK115375,16559,2024-05-28,2024-06-08,2024-06-11,2,RT2,Booking.com,,Cancelled,7638.31,763.83
BK115376,16559,2024-06-04,2024-06-08,2024-06-10,2,RT2,MakeMyTrip,2,Checked Out,7834.52,7834.52
BK115377,16559,2024-05-30,2024-06-08,2024-06-11,1,RT2,Booking.com,3,Checked Out,7577.03,7577.03
BK115378,16559,2024-06-01,2024-06-08,2024-06-11,1,RT2,MakeMyTrip,,No Show,7244.24,3622.12
BK115379,16559,2024-06-07,2024-06-08,2024-06-10,1,RT2,Booking.com,3,Checked Out,7837.78,7837.78
BK115380,16559,2024-05-26,2024-06-08,2024-06-11,4,RT2,MakeMyTrip,3,Checked Out,7311.09,7311.09
BK115381,16559,2024-06-05,2024-06-08,2024-06-09,4,RT2,Logtrip,3,Checked Out,7357.06,7357.06
BK115382,16559,2024-05-29,2024-06-08,2024-06-09,4,RT2,Logtrip,3,Checked Out,7758.06,7758.06
BK115383,16559,2024-05-30,2024-06-08,2024-06-11,2,RT2,MakeMyTrip,,Cancelled,7797.08,779.71
BK115384,16559,2024-06-03,2024-06-08,2024-06-09,2,RT2,Direct Online,5,Checked Out,7542.54,7542.54
BK115385,16559,2024-05-26,2024-06-08,2024-06-10,3,RT2,MakeMyTrip,2,Checked Out,7604.04,7604.04
BK115386,16559,2024-06-07,2024-06-08,2024-06-09,2,RT2,Booking.com,3,Checked Out,7354.12,7354.12
BK115387,16559,2024-06-05,2024-06-08,2024-06-11,2,RT2,Booking.com,3,Checked Out,7622.91,7622.91
BK115388,16559,2024-05-26,2024-06-08,2024-06-10,2,RT2,MakeMyTrip,4,Checked Out,7714.6,7714.6
BK115389,16559,2024-06-06,2024-06-08,2024-06-11,2,RT2,Logtrip,3,Checked Out,7329.44,7329.44
BK115390,16559,2024-06-04,2024-06-08,2024-06-10,1,RT2,Booking.com,5,Checked Out,7301.77,7301.77
BK115391,16559,2024-06-03,2024-06-08,2024-06-10,2,RT2,Tripster,4,Checked Out,7503.66,7503.66
BK115392,16559,2024-06-02,2024-06-08,2024-06-10,3,RT2,Booking.com,,Cancelled,7647.07,764.71
BK115393,16559,2024-06-07,2024-06-08,2024-06-10,3,RT2,MakeMyTrip,3,Checked Out,7621.02,7621.02
BK115394,16559,2024-06-04,2024-06-08,2024-06-11,4,RT3,Booking.com,2,Checked Out,10570.19,10570.19
BK115395,16559,2024-06-01,2024-06-08,2024-06-09,1,RT3,MakeMyTrip,5,Checked Out,10819.89,10819.89
BK115396,16559,2024-06-04,2024-06-08,2024-06-09,2,RT3,MakeMyTrip,4,Checked Out,11128.51,11128.51
BK115397,16559,2024-06-02,2024-06-08,2024-06-09,2,RT3,Direct Online,4,Checked Out,10942.74,10942.74
BK115398,16559,2024-05-29,2024-06-08,2024-06-10,2,RT3,Direct Online,4,Checked Out,11195.76,11195.76
BK115399,16559,2024-05-30,2024-06-08,2024-06-09,2,RT3,MakeMyTrip,5,Checked Out,11081.23,11081.23
BK115400,16559,2024-05-25,2024-06-08,2024-06-09,4,RT3,MakeMyTrip,4,Checked Out,11529.23,11529.23
BK115401,16559,2024-05-26,2024-06-08,2024-06-10,2,RT4,MakeMyTrip,4,Checked Out,18364.08,18364.08
BK115402,16559,2024-06-02,2024-06-08,2024-06-09,4,RT4,Logtrip,,Cancelled,18343.34,1834.33
BK115403,16559,2024-05-28,2024-06-08,2024-06-11,4,RT4,MakeMyTrip,,Cancelled,18233.41,1823.34
BK115404,16560,2024-06-04,2024-06-08,2024-06-11,2,RT1,MakeMyTrip,2,Checked Out,4595.73,4595.73
BK115405,16560,2024-05-28,2024-06-08,2024-06-09,4,RT1,Booking.com,4,Checked Out,4408.87,4408.87
BK115406,16560,2024-06-04,2024-06-08,2024-06-11,1,RT1,Tripster,4,Checked Out,4568.1,4568.1
BK115407,16560,2024-06-06,2024-06-08,2024-06-09,1,RT1,JourneyHub,1,Checked Out,4610.36,4610.36
BK115408,16560,2024-05-30,2024-06-08,2024-06-11,3,RT1,Booking.com,,Cancelled,4653.84,465.38
BK115409,16560,2024-05-28,2024-06-08,2024-06-11,3,RT1,MakeMyTrip,2,Checked Out,4406.5,4406.5
BK115410,16560,2024-06-07,2024-06-08,2024-06-10,3,RT1,MakeMyTrip,,Cancelled,4359.96,436.0
BK115411,16560,2024-05-28,2024-06-08,2024-06-09,4,RT1,Booking.com,,Cancelled,4333.73,433.37
BK115412,16560,2024-05-30,2024-06-08,2024-06-09,1,RT1,MakeMyTrip,,Cancelled,4371.43,437.14
BK115413,16560,2024-05-28,2024-06-08,2024-06-09,2,RT1,Direct Offline,,Cancelled,4342.37,434.24
BK115414,16560,2024-05-31,2024-06-08,2024-06-11,3,RT1,Direct Online,5,Checked Out,4318.88,4318.88
BK115415,16560,2024-06-06,2024-06-08,2024-06-09,3,RT1,Logtrip,4,Checked Out,4669.56,4669.56
BK115416,16560,2024-06-02,2024-06-08,2024-06-11,4,RT1,Booking.com,3,Checked Out,4277.52,4277.52
BK115417,16560,2024-06-07,2024-06-08,2024-06-09,2,RT1,Booking.com,,Cancelled,4530.61,453.06
BK115418,16560,2024-05-25,2024-06-08,2024-06-10,1,RT1,Booking.com,,Cancelled,4686.62,468.66
BK115419,16560,2024-06-05,2024-06-08,2024-06-11,1,RT1,Logtrip,4,Checked Out,4667.64,4667.64
BK115420,16560,2024-06-05,2024-06-08,2024-06-09,4,RT1,Logtrip,4,Checked Out,4550.03,4550.03
BK115421,16560,2024-05-29,2024-06-08,2024-06-11,4,RT1,Logtrip,,Cancelled,4306.85,430.69
BK115422,16560,2024-05-27,2024-06-08,2024-06-09,4,RT1,Booking.com,3,Checked Out,4424.47,4424.47
BK115423,16560,2024-05-26,2024-06-08,2024-06-10,4,RT1,MakeMyTrip,,Cancelled,4493.49,449.35
BK115424,16560,2024-05-28,2024-06-08,2024-06-09,3,RT1,Tripster,,Cancelled,4569.54,456.95
BK115425,16560,2024-05-28,2024-06-08,2024-06-11,3,RT1,MakeMyTrip,,Cancelled,4585.52,458.55
BK115426,16560,2024-06-04,2024-06-08,2024-06-11,4,RT1,Logtrip,,Cancelled,4460.31,446.03
BK115427,16560,2024-05-30,2024-06-08,2024-06-10,2,RT1,Booking.com,3,Checked Out,4480.17,4480.17
